AppNum,Handle,AddrNum,AddrSuf,StDir,StName,StType,UnitNum,MainStrucType,IssueDate,EstProjectCost,AppDescription
504410,11155000100,1500,-12,NA,BRANCH,ST,NA,2,5/2/2016 0:00:00,$100.00,WRECK 2 STORY MULTIFAMILY BRICK HOUSE
517560,14628060130,6905,NA,NA,MANCHESTER,AV,NA,6,2/4/2016 0:00:00,$200.00,HAND WRECK COMMERCIAL PAGODA
524456,15071000230,3926,NA,NA,RANDALL,ST,NA,1,1/29/2016 0:00:00,$11575.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE
524783,13566000040,4128,NA,W,GREEN LEA,PL,NA,1,5/19/2016 0:00:00,$0.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE
525428,13353000010,4304,-06,NA,DESOTO,AV,NA,1,1/26/2016 0:00:00,$6000.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
525510,12575000040,3934,NA,NA,LOUISIANA,AV,NA,1,6/24/2016 0:00:00,$4800.00,WRECK 2 STORY SINGLE FAMILY BRICK HOUSE
525566,15321000210,4968,NA,NA,THRUSH,AV,NA,1,2/18/2016 0:00:00,$7300.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE (PKG 44-FY16)
525567,15531000110,5242,NA,NA,GENEVIEVE,AV,NA,1,1/19/2016 0:00:00,$8500.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 44-FY16)
525569,15672010450,4737,NA,NA,GENEVIEVE,AV,NA,1,4/19/2016 0:00:00,$9000.00,WRECK 1.5 STORY 1 FAMILY FRAME HOUSE (PKG 44-FY16)
525925,14251000170,1017,NA,NA,TILLIE,AV,NA,1,3/2/2016 0:00:00,$5000.00,WRECK 1 STORY SINGLE FAMILY BRICK HOUSE
525927,14251000180,1019,NA,NA,TILLIE,AV,NA,1,3/2/2016 0:00:00,$5000.00,WRECK 1 STORY SINGLE FAMILY BRICK HOUSE
525967,13816100050,1326,NA,NA,SHAWMUT,PL,NA,1,1/27/2016 0:00:00,$6500.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
526209,13633000180,3867,-69,NA,GARFIELD,AV,NA,20,4/18/2016 0:00:00,$5000.00,WRECK 2 STORY COMMERCIAL BRICK BLDG
526260,15414000310,5249,NA,NA,GILMORE,AV,NA,1,2/10/2016 0:00:00,$8900.00,WRECK 1.5 STORY SINGLE FAMILY FRAME HOUSE
526496,14497040110,5237,NA,NA,ST LOUIS,AV,NA,1,1/5/2016 0:00:00,$15500.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE
526547,12723000180,4541,NA,NA,MICHIGAN,AV,NA,1,2/17/2016 0:00:00,$4000.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 51-FY 16)
526548,11667050180,3657,-59,NA,MARINE,AV,NA,1,2/17/2016 0:00:00,$3500.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 51-FY 16)
526549,11657000220,2112,NA,NA,CHIPPEWA,ST,NA,1,1/25/2016 0:00:00,$4450.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 52-FY16)
526550,14180000110,3727,NA,NA,CHIPPEWA,ST,NA,23,1/25/2016 0:00:00,$4110.00,WRECK FRAME GARAGE ONLY(PKG-52 FY 16)
526554,11129000130,1309,NA,NA,SULLIVAN,AV,NA,20,1/29/2016 0:00:00,$12900.00,WRECK 2 STORY BRICK BUILDING  (PKG 53-FY16)
526557,11129000120,2903,-05,N,13TH,ST,NA,20,1/29/2016 0:00:00,$12900.00,WRECK COMMERCIAL BUILDING  (PKG 53-FY16)
526558,13305000200,3771,NA,NA,LEE,AV,NA,1,1/25/2016 0:00:00,$4000.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE  (PKG 54-FY 16)
526560,13305000190,3769,NA,NA,LEE,AV,NA,1,1/22/2016 0:00:00,$4000.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 54-FY16)
526563,13587000280,3840,-42,NA,LEE,AV,NA,1,1/22/2016 0:00:00,$7000.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 54-FY16)
526564,11239000130,3954,-56,N,21ST,ST,NA,2,1/8/2016 0:00:00,$3900.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE (PKG 55-FY16)
526565,11239000140,3958,-60,N,21ST,ST,NA,2,1/8/2016 0:00:00,$4900.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE  (PKG 55-FY16)
526569,13348060010,861,NA,E,PRAIRIE,AV,NA,20,1/4/2016 0:00:00,$8900.00,WRECK COMMERCIAL BUILDING (PKG 56-FY16)
526631,12855000140,411,NA,NA,BATES,ST,NA,1,2/5/2016 0:00:00,$6700.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
526685,14275180247,8350,-84,N,BROADWAY,NA,NA,20,3/17/2016 0:00:00,$143000.00,WRECK COMMERCIAL BUILDING
526695,12432000340,4403,NA,N,20TH,ST,NA,1,1/27/2016 0:00:00,$2250.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
526696,12432000330,4405,-07,N,20TH,ST,NA,1,1/27/2016 0:00:00,$2500.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
526716,15805000190,6207,NA,W,FLORISSANT,AV,NA,20,1/4/2016 0:00:00,$8300.00,WRECK COMMERCIAL BUILDING (PKG 57-FY16)
526717,15804000080,6106,NA,NA,NORTH POINTE,BLVD,NA,1,1/27/2016 0:00:00,$9500.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE  (PKG 57-FY16)
526718,13775030270,4556,-58,NA,DR MARTIN LUTHER KING,DR,NA,20,1/15/2016 0:00:00,$2999.00,WRECK COMMERCIAL BUILDING  (PKG 59-FY16)
526731,12432000320,4409,NA,N,20TH,ST,NA,1,1/8/2016 0:00:00,$4950.00,WRECK 3 STORY 2 FAMILY BRICK HOUSE (PKG 60-FY16)
526732,12432000310,4411,-13,N,20TH,ST,NA,2,1/11/2016 0:00:00,$4900.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE (PKG 60-FY16)
526733,15533000450,5217,NA,N,EUCLID,AV,NA,1,1/12/2016 0:00:00,$7900.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE (PKG 61-FY16)
526735,14391020170,4844,NA,NA,CARTER,AV,NA,1,1/12/2016 0:00:00,$7900.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE (PKG 61-FY16)
526736,14406120200,4627,NA,NA,KOSSUTH,AV,NA,1,2/25/2016 0:00:00,$7900.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE  (PKG 61-FY16)
526758,15124000010,5400,NA,NA,PLOVER,AV,NA,20,2/19/2016 0:00:00,$6500.00,WRECK COMMERCIAL BUILDING   (PKG 62-FY16
526760,15330000420,5347,NA,NA,ARLINGTON,AV,NA,1,3/15/2016 0:00:00,$7250.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 62-PKG 16)
526761,15131000030,5510,NA,NA,PLOVER,AV,NA,1,2/19/2016 0:00:00,$6900.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 62-FY16)
526762,15528000490,5417,NA,NA,BEACON,AV,NA,1,3/15/2016 0:00:00,$9650.00,WRECK 1.5 STORY 1 FAMILY FRAME HOUSE (PKG 29-FY 16)
526885,13761060630,4631,NA,NA,ENRIGHT,AV,NA,1,4/22/2016 0:00:00,$8850.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE (PKG 66-FY16)
526887,13699180151,1510,-12,N,NEWSTEAD,AV,NA,20,2/25/2016 0:00:00,$7999.00,WRECK COMMERCIAL BUILDING  (PKG 64-FY16)
526909,13652000405,2606,NA,N,SARAH,ST,NA,1,4/1/2016 0:00:00,$6600.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE (PKG 63-FY16)
526910,13666000400,2605,-07,N,SARAH,ST,NA,1,2/24/2016 0:00:00,$6700.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 63-FY16)
526911,13653000110,4026,NA,NA,COTTAGE,AV,NA,1,4/1/2016 0:00:00,$6700.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE (PKG 63-FY16)
526912,14467040340,3129,NA,NA,ROLLA,PL,NA,1,1/29/2016 0:00:00,$6500.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 68-FY16)
526913,14467040350,3127,NA,NA,ROLLA,PL,NA,1,1/29/2016 0:00:00,$5850.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 68-FY16)
526914,14467040330,3131,NA,NA,ROLLA,PL,NA,1,1/29/2016 0:00:00,$6050.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE ( PKG 68-FY16)
526916,14467040320,3133,NA,NA,ROLLA,PL,NA,1,1/29/2016 0:00:00,$6150.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 68-FY16)
526917,14567000426,4271,-73,NA,WEST BELLE,PL,NA,1,2/19/2016 0:00:00,$8400.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 65-FY16)
526918,14571000370,4329,NA,NA,ENRIGHT,AV,NA,1,2/19/2016 0:00:00,$8400.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE (PKG 65-FY16)
526930,13673000270,4209,NA,NA,MAFFITT,AV,NA,1,1/12/2016 0:00:00,$5716.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 67-FY16)
526931,13673000515,4267,-69,NA,MAFFITT,AV,NA,2,1/12/2016 0:00:00,$5716.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE (PKG 67-FY16)
526933,13668000320,4151,NA,NA,MAFFITT,AV,NA,1,1/12/2016 0:00:00,$5718.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 67-FY16)
526991,19084000170,3296,NA,S,KINGSHIGHWAY,BLVD,NA,20,2/25/2016 0:00:00,$5000.00,WRECK COMMERCIAL BUILDING (PARTIAL-FRONT BLDG ONLY)
527077,12181050100,3651,NA,NA,HICKORY,ST,NA,1,1/22/2016 0:00:00,$5000.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE
527079,12181050110,3655,NA,NA,HICKORY,ST,NA,1,1/22/2016 0:00:00,$5000.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE
527081,15043000480,4571,NA,NA,OAKLAND,AV,NA,1,4/28/2016 0:00:00,$11737.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE
527125,14208180160,7201,NA,NA,HALL,ST,NA,20,2/5/2016 0:00:00,$58973.00,WRECK COMMERCIAL BUILDING
527127,14208180185,7301,NA,NA,HALL,ST,NA,20,2/5/2016 0:00:00,$58973.00,WRECK COMMERCIAL BUILDING
527143,15232000040,5008,NA,NA,BEACON,AV,NA,1,3/31/2016 0:00:00,$6900.00,(EMERGENCY 69-16)WRECK 1.5 1 FAMILY FRAME HOUSE
527144,15322000310,5039,NA,NA,GENEVIEVE,AV,NA,1,4/11/2016 0:00:00,$6900.00,(EMERGENCY 69-16)WRECK 2 STORY 1 FAMILY FRAME HOUSE
527145,15672010430,4743,NA,NA,GENEVIEVE,AV,NA,1,3/31/2016 0:00:00,$6900.00,EMERGENCY 69-16)WRECK 1 STORY 1 FAMILY FRAME HOUSE
527147,15330000430,5345,NA,NA,ARLINGTON,AV,NA,1,3/25/2016 0:00:00,$5900.00,(EMERGENCY 69-16)WRECK 1 STORY 1 FAMILY FRAME HOUSE
527152,13624000190,3128,NA,NA,FAIR,AV,NA,1,3/24/2016 0:00:00,$5000.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 72-FY16)
527153,13624000200,3130,NA,NA,FAIR,AV,NA,1,3/24/2016 0:00:00,$4000.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 72-FY16)
527154,14467040170,3114,-16,NA,NEW ASHLAND,PL,NA,2,3/15/2016 0:00:00,$4200.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE (PKG 72-FY16)
527204,13560000085,4522,NA,NA,POPE,AV,NA,1,2/17/2016 0:00:00,$6900.00,WRECK 1.5 STORY SINGLE FAMILY FRAME HOUSE (PKG 73-FY16)
527205,13560000085,4524,NA,NA,POPE,AV,NA,1,2/22/2016 0:00:00,$6900.00,WRECK 1.5 STORY SINGLE FAMILY FRAME HOUSE (PKG 73-FY16)
527232,13667000050,4146,NA,NA,MAFFITT,AV,NA,1,2/10/2016 0:00:00,$4000.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
527233,16328000060,4200,NA,NA,GRAVOIS,AV,NA,1,3/30/2016 0:00:00,$8500.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
527234,16328000050,4204,NA,NA,GRAVOIS,AV,NA,1,3/23/2016 0:00:00,$8500.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE
527235,16328000040,4212,-14,NA,GRAVOIS,AV,NA,20,4/5/2016 0:00:00,$8500.00,WRECK COMMERCIAL BUILDING
527236,16328000080,4096,-98,NA,MERAMEC,ST,NA,2,3/23/2016 0:00:00,$7000.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE
527239,13892000010,32,-40,N,EUCLID,AV,NA,20,2/19/2016 0:00:00,$67000.00,WRECK 1 STORY COMMERCIAL BUILDING
527245,16484000010,1106,NA,N,JEFFERSON,AV,NA,20,2/19/2016 0:00:00,$242300.00,WRECK CHURCH (PARTIAL)
527261,13767000340,1119,NA,NA,AUBERT,AV,NA,1,2/16/2016 0:00:00,$7000.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE
527268,13100000210,7602,NA,NA,VERMONT,AV,NA,1,3/7/2016 0:00:00,$7900.00,WRECK 1 STORY SINGLE FAMILY FRAME HOUSE (PKG 77-FY16)
527291,13776000110,4500,-02,NA,DR MARTIN LUTHER KING,DR,NA,2,2/29/2016 0:00:00,$23000.00,(CITY EMERGENCY) WRECK 2 STORY BRICK MIXED USE BUILDING
527298,15568000400,5233,NA,NA,EMERSON,AV,NA,1,2/17/2016 0:00:00,$5800.00,WRECK 1 STORY SINGLE FAMILY BRICK HOUSE (PKG 76-FY16)
527300,15483000290,4767,NA,NA,THRUSH,AV,NA,1,2/26/2016 0:00:00,$5000.00,WRECK 1 STORY 2 FAMILY FRAME HOUSE & GARAGE (PKG 76-FY16)
527301,15322000150,5062,NA,NA,THRUSH,AV,NA,1,2/26/2016 0:00:00,$5000.00,WRECK 1.5 STORY SINGLE FAMILY FRAME HOUSE (PKG 76-FY16)
527308,15965000120,6475,R,NA,LLOYD,AV,NA,23,1/22/2016 0:00:00,$1500.00,WRECK FRAME GARAGE - REAR
527318,13917000140,4235,-37,NA,DUNCAN,AV,NA,20,2/18/2016 0:00:00,$34930.00,WRECK WAREHOUSE
527319,13917000150,4239,NA,NA,DUNCAN,AV,NA,20,2/18/2016 0:00:00,$16695.00,WRECK COMMERCIAL BLDG
527320,13917000030,4246,NA,NA,FOREST PARK,AV,NA,20,3/3/2016 0:00:00,$50220.00,WRECK 2 STORY BRICK COMMERCIAL BLDG
527321,13917000020,4248,-52,NA,FOREST PARK,AV,NA,20,3/21/2016 0:00:00,$50220.00,WRECK 2 STORY WAREHOUSE
527333,15339000350,4949,NA,NA,NAGEL,AV,NA,1,2/9/2016 0:00:00,$7000.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE
527356,13651010180,4018,NA,NA,MAFFITT,AV,NA,1,2/19/2016 0:00:00,$5000.00,WRECK 2 STORY SINGLE FAMILY BRICK HOUSE (PKG 78-FY16)
527357,15202000535,5703,NA,NA,MAFFITT,AV,NA,1,2/17/2016 0:00:00,$5000.00,WRECK 1 STORY SINGLE FAMILY FRAME HOUSE (PKG 78-FY16)
527358,11882000080,1437,NA,N,GRAND,BLVD,NA,20,2/17/2016 0:00:00,$9100.00,WRECK COMMERCIAL BUILDING (PKG 79-FY16)
527359,13639000130,3908,NA,NA,GARFIELD,AV,NA,1,2/17/2016 0:00:00,$6000.00,WRECK 2 STORY SINGLE FAMILY BRICK HOUSE (PKG 79-FY16)
527384,15819000120,4066,REAR,NA,CONCORDIA,AV,NA,1,1/28/2016 0:00:00,$0.00,WRECK 1 CAR FRAME GARAGE
527393,13727000480,4375,NA,NA,EVANS,AV,NA,1,2/25/2016 0:00:00,$11500.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE
527433,15585000280,5416,NA,NA,NEOSHO,ST,NA,23,2/2/2016 0:00:00,$1000.00,WRECK 2 CAR GARAGE (MACHINE WRECK)
527435,15318000390,4525,R,NA,ALCOTT,AV,NA,23,2/2/2016 0:00:00,$500.00,WRECK FRAME GARAGE-REAR
527445,13623000080,3040,-44,NA,WHITTIER,ST,NA,2,3/2/2016 0:00:00,$6000.00,WRECK 2 STORY BRICK BUILDING (PKG 80-FY 16)
527475,15015000120,3232,R,NA,LONGFELLOW,BLVD,NA,23,2/4/2016 0:00:00,$4000.00,WRECK 1 STORY BRICK GARAGE
527485,14511000210,5200,NA,NA,COTE BRILLIANTE,AV,NA,1,3/11/2016 0:00:00,$5200.00,WRECK 1.5 STORY SINGLE FAMILY FRAME HOUSE (PKG 81-FY16)
527486,14479000320,4705,-07,NA,ST LOUIS,AV,NA,2,3/11/2016 0:00:00,$4700.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE (PKG 81-FY16)
527487,11008000070,2900,-02,NA,GAMBLE,ST,NA,20,3/17/2016 0:00:00,$6800.00,WRECK COMMERCIAL BUILDING (PKG 82-FY16)
527557,11560000090,3430,NA,S,JEFFERSON,AV,NA,23,2/10/2016 0:00:00,$500.00,WRECK 1 CAR WOOD GARAGE
527617,13013000130,6918,NA,NA,PENNSYLVANIA,AV,NA,1,3/22/2016 0:00:00,$5000.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 83-FY16)
527619,11644000060,3828,NA,NA,IOWA,AV,NA,1,4/1/2016 0:00:00,$5000.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE (PKG 83-FY16)
527627,14383290030,4114,NA,N,KINGSHIGHWAY,BLVD,NA,1,4/12/2016 0:00:00,$4300.00,WRECK 2 STORY SINGLE FAMILY FRAME HOUSE (PKG 84-FY16)
527628,14514000420,5357,NA,NA,COTE BRILLIANTE,AV,NA,1,3/24/2016 0:00:00,$4800.00,WRECK 2 STORY SINGLE FAMILY BRICK HOUSE (PKG 84-FY16)
527655,12767000040,4664,-R,NA,TENNESSEE,AV,NA,23,2/17/2016 0:00:00,$2800.00,CITY PKG 86-FY16)WRECK REAR GARAGE ONLY
527688,13768030250,1237,-39,N,EUCLID,AV,NA,2,5/2/2016 0:00:00,$2000.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE (PKG 85-FY16)
527689,13789000080,5064,NA,NA,WELLS,AV,NA,1,6/1/2016 0:00:00,$2000.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE (PKG 85-FY16)
527690,11139000110,1943,NA,NA,HEBERT,ST,NA,1,6/1/2016 0:00:00,$1900.00,WRECK 3 STORY 2 FAMILY BRICK HOUSE (PKG 85-FY16)
527693,14566000145,4130,-32,NA,C D BANKS,AV,NA,20,4/4/2016 0:00:00,$13608.00,WRECK COMMERCIAL BUILDING
527694,14566000145,4136,NA,NA,C D BANKS,AV,NA,1,4/4/2016 0:00:00,$13608.00,WRECK 1 STORY SINGLE FAMILY FRAME HOUSE
527695,14566000145,4138,NA,NA,C D BANKS,AV,NA,1,4/15/2016 0:00:00,$13608.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
527696,14566000145,4150,NA,NA,C D BANKS,AV,NA,1,4/29/2016 0:00:00,$13608.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE
527697,14566000145,4154,NA,NA,C D BANKS,AV,NA,1,4/15/2016 0:00:00,$13608.00,WRECK 1 STORY 1 FAMILY BRICK HOUSE
527700,14566000145,4174,NA,NA,C D BANKS,AV,NA,1,4/13/2016 0:00:00,$13608.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE
527702,14566000145,4180,NA,NA,C D BANKS,AV,NA,20,4/13/2016 0:00:00,$13608.00,WRECK COMMERCIAL BUILDING
527703,14563000035,4148,-4200,NA,FINNEY,AV,NA,20,4/29/2016 0:00:00,$13608.00,WRECK COMMERCIAL BUILDING
527704,14563000035,4208,NA,NA,FINNEY,AV,NA,1,3/29/2016 0:00:00,$13608.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE
527705,14563000035,4210,NA,NA,FINNEY,AV,NA,1,3/29/2016 0:00:00,$13608.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE
527706,14563000035,4212,NA,NA,FINNEY,AV,NA,1,3/29/2016 0:00:00,$13608.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE
527707,13962000190,4123,NA,NA,SARPY,AV,NA,20,3/29/2016 0:00:00,$22736.00,WRECK INDUSTRIAL BLDG
527708,14563000035,4202,NA,NA,FINNEY,AV,NA,20,4/4/2016 0:00:00,$13608.00,WRECK COMMERCIAL BUILDING
527711,13962000130,4101,NA,NA,SARPY,AV,NA,20,3/29/2016 0:00:00,$22736.00,WRECK INDUSTRIAL BLDG
527713,13962000120,4100,NA,NA,CLAYTON,AV,NA,20,3/29/2016 0:00:00,$22736.00,WRECK INDUSTRIAL BLDG
527714,13962000110,4108,NA,NA,CLAYTON,AV,NA,20,3/29/2016 0:00:00,$22736.00,WRECK INDUSTRIAL BLDG
527718,13962000090,4112,NA,NA,CLAYTON,AV,NA,20,4/5/2016 0:00:00,$22736.00,WRECK INDUSTRIAL BLDG
527719,13962000080,4120,NA,NA,CLAYTON,AV,NA,20,3/29/2016 0:00:00,$22736.00,WRECK INDUSTRIAL BLDG
527720,13962000050,4130,NA,NA,CLAYTON,AV,NA,20,4/7/2016 0:00:00,$22736.00,WRECK INDUSTRIAL BLDG
527721,13962000030,4146,NA,NA,CLAYTON,AV,NA,20,4/7/2016 0:00:00,$22736.00,WRECK INDUSTRIAL BLDG
527793,11929000270,3707,NA,NA,KOSSUTH,AV,NA,1,3/22/2016 0:00:00,$44507.81,WRECK 2 STORY 2 FAMILY BRICK HOUSE
527795,15425000090,6028,-30R,NA,KINGSBURY,AV,NA,23,3/4/2016 0:00:00,$3000.00,WRECK 1 CAR BRICK GARAGE
527808,11401130200,2405,-07,NA,INDIANA,AV,NA,2,3/16/2016 0:00:00,$5000.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE
527826,13965000060,4232,NA,NA,PAPIN,ST,NA,1,3/31/2016 0:00:00,$10000.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE
527828,13928000245,3741,NA,NA,LACLEDE,AV,NA,2,3/16/2016 0:00:00,$18000.00,WRECK 2 STORY 3 FAMILY BRICK HOUSE
527829,13928000245,3743,NA,NA,LACLEDE,AV,NA,2,3/16/2016 0:00:00,$18000.00,WRECK 2 STORY 3 FAMILY BRICK HOUSE
527830,13928000245,3745,NA,NA,LACLEDE,AV,NA,2,3/16/2016 0:00:00,$18500.00,WRECK 2 STORY 3 FAMILY BRICK HOUSE
527865,13711010060,4668,NA,NA,LABADIE,AV,NA,1,4/5/2016 0:00:00,$2050.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
527870,16069000280,3523,-R,NA,LAWN,AV,NA,23,3/2/2016 0:00:00,$2112.00,WRECK 2 CAR BRICK GARAGE
527890,15052000280,4743,-45,NA,MCMILLAN,AV,NA,2,4/15/2016 0:00:00,$6900.00,WRECK 2 STORY 4 FAMILY BRICK HOUSE
527895,11312000260,1721,-R,NA,OREGON,PL,NA,23,4/13/2016 0:00:00,$5500.00,(EMERGENCY PKG 87-FY16)WRECK REAR 2-STORY GARAGE ONLY
527897,13977000290,4233,NA,NA,NORFOLK,AV,NA,1,4/6/2016 0:00:00,$8300.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE
527898,15281000210,5507,NA,NA,LABADIE,AV,NA,1,3/30/2016 0:00:00,$6150.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE (PKG 88-FY16)
527899,13737000220,3707,NA,NA,FINNEY,AV,NA,1,3/30/2016 0:00:00,$3650.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE  (PKG 88-FY16)
527900,13311000020,1444,NA,E,PRAIRIE,AV,NA,1,4/19/2016 0:00:00,$3998.00,WRECK 2 STORY 2 FAMILY BRICK HOUSE (PKG 89-FY16)
527901,12436000180,4257,NA,N,20TH,ST,NA,20,6/1/2016 0:00:00,$3998.00,WRECK COMMERCIAL BUILDING (PKG 89-FY16)
527902,13629010100,3836,NA,NA,MAFFITT,AV,NA,1,4/14/2016 0:00:00,$3998.00,WRECK 2 STORY 1 FAMILY BRICK HOUSE (PKG 89-FY16)
527906,14820000420,6921,NA,NA,ODELL,ST,NA,1,3/16/2016 0:00:00,$6000.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE
527907,14820000410,6927,NA,NA,ODELL,ST,NA,1,3/16/2016 0:00:00,$7940.00,WRECK 1 STORY 1 FAMILY FRAME HOUSE
527924,15844000140,4325,NA,NA,LOUGHBOROUGH,AV,NA,23,3/4/2016 0:00:00,$800.00,HAND WRECK 1 CAR FRAME GARAGE
527926,19115000351,8975,NA,NA,RIVERVIEW,DR,NA,1,4/7/2016 0:00:00,$5000.00,WRECK 1 STORY SINGLE FAMILY FRAME HOUSE
527928,19115000351,8979,NA,NA,RIVERVIEW,DR,NA,1,4/7/2016 0:00:00,$5000.00,WRECK 1 STORY SINGLE FAMILY FRAME HOUSE
527929,19115000351,8983,NA,NA,RIVERVIEW,DR,NA,1,4/7/2016 0:00:00,$5000.00,WRECK 2 STORY SINGLE FAMILY FRAME HOUSE
527930,19115000351,9001,NA,NA,RIVERVIEW,DR,NA,1,4/7/2016 0:00:00,$5000.00,WRECK 1 1/2 STORY SINGLE FAMILY FRAME HOUSE
